N,P,K,temperature,humidity,ph,rainfall,label,N_to_P_ratio,N_to_K_ratio,P_to_K_ratio,NPK_sum,NPK_product,N_dominance,P_dominance,K_dominance,temp_humidity_interaction,climate_index,heat_stress_index,ph_squared,ph_deviation,N_ph_interaction,P_ph_interaction,K_ph_interaction,water_stress_index,moisture_index,rainfall_per_temp,water_availability,growing_condition_index,resource_availability,environmental_stress,nutrient_balance,temp_category_Hot,temp_category_Moderate,humidity_category_Low,humidity_category_Medium,ph_category_Alkaline,ph_category_Neutral,rainfall_category_Low,rainfall_category_Medium
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,1.7169808081168285,2.274999431250142,1.3249996687500827,184,192920,0.4945651905127614,0.28804346260633357,0.21739129253308193,2159.782186434238,0.4319564372868476,0.3218639579107857,29.01080344048881,1.6138322120000002,490.141268708,285.46689276399997,215.44671152,0.09987104697851185,215.4429133088764,9.612838646901185,0.538607283272191,134.12425021936866,448.6148697,27.116517798400004,3.2348804438885828,False,True,False,False,False,False,False,False
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,1.9565213137997142,2.1428566326531824,1.0952378344671823,178,173880,0.5056179491225872,0.25842695177376673,0.23595504292387398,1953.1028678403572,0.39062057356807145,0.2908284176025214,56.29251743132929,0.5028339600000002,675.2550564000001,345.13036216,315.11902632,0.09550212424060481,203.69433417988566,10.0117463513126,0.5092358354497142,151.1819919321683,428.08323359999997,24.2901845004,3.0189959351969633,False,True,False,False,True,False,False,False
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice,1.3448273543401112,1.7727268698348022,1.3181815185951093,180,199056,0.4333333092592606,0.32222220432098864,0.2444444308641983,2167.831921462657,0.43356638429253147,0.3272906043226388,26.09862959060815,1.891318214,398.477179308,296.303543588,224.781998584,0.09389408889757984,230.07168501327504,10.231234252816021,0.5751792125331876,123.7652916537736,464.4364567,27.4647571113,5.357142644557841,False,True,False,False,False,False,False,False
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,1.660713989158216,2.58333261574094,1.55555512345691,185,187488,0.5027026755295851,0.3027026863403953,0.1945945840759684,1970.5938254448881,0.39411876508897764,0.28913894412066243,48.7811960479554,0.01564633999999998,649.54489038,391.12380496000003,251.43673176,0.12892054590114183,152.03278849268,7.406656607247416,0.3800819712317,123.30975172157129,370.2773389,24.1983190868,3.0730897037560285,False,True,False,False,False,True,False,False
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,1.8799996240000751,2.540539853908147,1.351350986121355,181,173900,0.5193369878819344,0.2762430786606034,0.2044198782088465,2070.306451433026,0.4140612902866052,0.31428657733588417,48.27497955807323,0.051980170000000214,653.1138640199999,347.4009915,257.07673371,0.12187768289983876,169.06092068879715,7.859751505671463,0.4226523017219929,158.65669023657853,390.5869708,25.872208588,2.788046843472737,False,True,False,False,False,True,False,False
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,1.2499997395833875,1.5384611439843219,1.2307689151874575,147,112320,0.4081632375399158,0.32653059003193263,0.26530610440094526,1949.8583733044302,0.38997167466088606,0.2986718047828451,49.59397617723826,0.042299068999999356,422.53794414,338.030355312,274.649663691,0.10462526447921881,185.56291804470462,9.140316198846211,0.46390729511176154,130.70048677818545,378.0863347,24.489666358549997,7.335328669009393,False,True,False,False,False,True,False,False
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,2.2368415166206534,2.073170226056042,0.926829042236819,164,132430,0.5182926513236188,0.23170730294467665,0.2499999847560985,1787.1623104460289,0.3574324620892058,0.2576385907004651,39.05063410125404,0.7509493439999995,531.16930576,237.463924928,256.211076896,0.07774791972695086,229.03837081334376,12.248364254223302,0.5725959270333594,70.93302981218159,440.65524589999995,21.946971398,2.8043775825237987,False,True,False,False,False,True,False,False
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,2.599999257143069,2.3333327350428883,0.8974356673241878,165,124215,0.5515151180899929,0.21212119926538187,0.23636362203856837,1913.4636966543974,0.38269273933087944,0.29224332570028744,48.592885709936944,0.02914024599999987,634.348237614,243.98009139,271.863530406,0.11480161860793756,165.87149053860082,8.319022932927906,0.41467872634650205,104.51177061058247,371.2611855,23.9970228358,2.3638968830305154,False,True,False,False,False,True,False,False
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,2.0263152562328273,2.1388882947532513,1.0555552623457605,151,105336,0.5099337410639907,0.2516556124731382,0.23841058023770992,1753.4248975287219,0.35068497950574434,0.2693020419985438,35.449321455060094,1.0460667240000001,458.452862252,226.249464488,214.341597936,0.09693977416469514,180.07583461393884,9.820797644026882,0.45018958653484714,55.310827185606755,375.55501690000006,22.324846073,2.9423226926065342,False,True,False,False,False,True,False,False
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,2.5142849959185725,2.199999450000137,0.8749997812500546,163,123200,0.5398772674921921,0.2147239132071219,0.24539875795099644,1970.9485608373948,0.39418971216747895,0.2787575883359502,34.268520797253124,1.1460679200000001,515.14602304,204.8876228,234.1572832,0.08066898464329539,243.4895694357746,11.851315820210763,0.6087239235894365,137.14055153564058,454.2986618000001,24.0300772084,2.5015347144734337,False,True,False,False,False,True,False,False
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,1.9777773382717025,2.472221535494018,1.249999652777874,170,144180,0.5235293809688599,0.2647058667820078,0.21176469342560628,1716.1276875876856,0.34322553751753715,0.2617379976758143,41.50548895748139,0.5575246250000001,573.380308375,289.911391875,231.9291135,0.11434493569320917,149.27865370946427,8.308941890893445,0.3731966342736607,46.620058369592485,355.4974732,21.659675096650002,2.7243589949046667,False,True,False,False,False,True,False,False
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,1.8999995250001187,1.767441449432221,0.9302323418064321,159,130720,0.4779873913215477,0.25157231122186724,0.27044023456350724,2091.0156032199475,0.4182031206439895,0.29907646500060125,25.706681294238894,1.929824333,385.333350692,202.80702668,218.017553681,0.10825797416346553,192.32001399257564,8.845826689094704,0.48080003498143914,216.55875845751407,390.3843163,25.808740045649998,3.6235186509740274,False,True,False,False,False,False,False,False
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,1.1355930278655884,1.6341459428912333,1.4390240392624294,167,162073,0.40119758076661194,0.35329339201835974,0.24550896733479238,1777.1869471700752,0.35543738943401504,0.26773988906591684,36.15175067435538,0.987367409,402.846383597,354.745322869,246.517936231,0.10238882009362774,172.76262480775043,9.297506750724274,0.43190656201937605,59.543926956446846,380.3560921,22.38477078275,5.917789869613239,False,True,False,False,False,True,False,False
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,2.0243897501488415,1.9302321092483465,0.9534881503515928,167,146329,0.4970059582631163,0.24550896733479238,0.2574850145218554,1740.5898493994537,0.34811796987989074,0.25158866224943643,39.112871865917455,0.7459715490000001,519.084361433,256.415166491,268.923223393,0.08992675656259054,192.72960748647822,10.570556913965742,0.48182401871619557,53.88806536283281,400.1075816,21.41224443555,3.1845919109326064,False,True,False,False,False,True,False,False
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,2.0851059393391616,2.648647932797856,1.2702699269540736,182,170422,0.5384615088757413,0.25824174405265143,0.20329669212655538,1910.0007963239996,0.3820001592647999,0.2852308680915951,54.39774728539509,0.3754828510000001,722.797319398,346.64769399700003,272.892865487,0.10434555223177013,182.23240524382885,9.15127526800825,0.4555810131095721,113.94716200360912,406.0581164,23.764357645449998,2.5193798717882667,False,True,False,False,False,True,False,False
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,1.2452827839089087,1.6097557049376328,1.2926826115408263,160,143418,0.4124999742187516,0.3312499792968763,0.256249983984376,2019.1877437416465,0.4038375487483293,0.30758633996454554,60.51152097313084,0.7789151539999999,513.408400164,412.282503162,318.93552131399997,0.09719092119180149,206.9495306646424,9.85609296025055,0.517373826661606,255.24731151010124,417.0038865,25.4651252737,6.779662417408994,False,True,False,False,True,False,False,False
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,1.6440675179546578,2.2558134288805975,1.3720927041644873,199,246089,0.4874371614353185,0.29648239716168856,0.21608039115173913,2215.3395675442175,0.4430679135088435,0.30994850272739094,39.52008446284804,0.7134998239999994,609.7905170720001,370.903510384,270.319507568,0.09678148684893234,228.0607306886345,9.918342043842404,0.5701518267215863,164.6539746644038,470.35861370000003,26.697206187099997,3.3912746957723403,False,True,False,False,False,True,False,False
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,1.9399996120000775,2.3658530814992482,1.2195118976800248,188,198850,0.515957419363967,0.2659574326618387,0.2180850947827077,1975.7062241152603,0.3951412448230521,0.3008060714142922,49.9984752508904,0.07095999499999994,685.883119515,353.54799975,289.909359795,0.09388696069137087,209.62912056266148,10.194723269020148,0.5240728014066537,228.99800095667794,448.2634026,24.74151695115,2.8415961443000657,False,True,False,False,False,True,False,False
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,1.2244895460225416,1.3636360537190786,1.1136361105372474,153,129360,0.39215683711393223,0.32026141697637794,0.28758168055021693,1755.504973473851,0.3511009946947702,0.24299777403822412,38.998045247715105,0.7551585090000001,374.69048946,305.997233059,274.773025604,0.08617749177378674,202.86308337065608,11.025151291758709,0.5071577084266402,48.021163593713496,393.0810647,21.11957365755,9.586464869881723,False,True,False,False,False,True,False,False
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,1.6470585005767644,2.39999931428591,1.4571424408164453,170,149940,0.4941176179930813,0.29999998235294223,0.20588234083045054,1798.4918276070994,0.35969836552141987,0.2731557651777437,36.5215341022774,0.9566951010000002,507.637611516,308.208549849,211.515671465,0.11207997151600652,159.65860873488145,8.496383944105078,0.39914652183720367,63.31503633515607,367.9791215,22.73430639865,3.244274801876348,False,True,False,False,False,True,False,False
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,1.2807015297014859,1.7804873706128364,1.3902435633552284,171,170601,0.4269005598303766,0.3333333138401571,0.23976606784993754,1821.7497027643356,0.36434994055286707,0.24954155688354562,33.92723629766292,1.1752908829999997,425.203765541,332.00841966900003,238.81307379700002,0.07850074863584204,231.21837505808048,12.1266674281738,0.5780459376452012,72.95193139436043,443.2017204,21.89092470455,5.541154531429858,False,True,False,False,False,True,False,False
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,2.628570677551235,2.2999994250001436,0.8749997812500546,167,128800,0.5508981706049,0.20958082577360324,0.23952094374126084,1781.6929028252587,0.35633858056505174,0.2727034543032624,40.41639955092989,0.6426106339999995,584.879821672,222.50862781,254.29557464,0.11029642813288451,160.73345986281808,8.632189743618557,0.40183364965704527,59.03728024480831,367.0882787,22.5366588162,2.370812072876226,False,True,False,False,False,True,False,False
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,2.2972966764063036,2.179486620644456,0.9487177054569985,161,122655,0.5279502777670635,0.22981365032213352,0.24223600979900559,2029.3561450063219,0.4058712290012644,0.29291567276903563,40.50221389092035,0.6358650320000008,540.95147228,235.47299381599998,248.20126375199996,0.10868620285369099,185.889628791711,8.801204716384472,0.4647240719792775,170.46418804423763,385.6757231,24.8594351211,2.6602776187559747,False,True,False,False,False,True,False,False
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,1.8490562548950462,2.578946689750871,1.3947364750693485,189,197372,0.5185184910836778,0.2804232655860706,0.20105819042020157,1654.582853088092,0.3309165706176184,0.2452484636822084,25.145283160882855,1.9854927299999998,491.42171246000004,265.76888531000003,190.55127626,0.0746645560140213,220.78579247980778,12.716450848109675,0.5519644811995195,63.031142713064746,459.4417274,20.947059720800002,2.800829890891291,False,True,False,False,False,False,False,False
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,1.6296293278464207,1.9999995454546486,1.2272724483471706,186,209088,0.4731182541334272,0.29032256503642123,0.2365591270667136,2158.7563261468426,0.43175126522936846,0.30318829064192143,37.8152508626794,0.8505893889999996,541.148133768,332.068172994,270.574066884,0.10991839739632292,195.5574434535015,8.719969841666241,0.4888936086337537,176.5403684708748,419.1321372,26.109250023850002,3.7560581175406704,False,True,False,False,False,True,False,False
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,1.7272724132231976,2.261904223356137,1.3095234977325005,192,219450,0.4947916408962687,0.28645831841362923,0.21874998860677142,2201.185868763597,0.44023717375271954,0.3222604407401684,35.41036105273423,1.0493394440000001,565.31275282,327.28633057999997,249.927743352,0.13787341348140203,158.8311898763551,6.956108608404157,0.39707797469088774,93.18480769923522,385.3473987,27.236193248,3.2301480427914915,False,True,False,False,False,True,False,False
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,1.73684180055407,2.828570620408394,1.6285709632654388,191,197505,0.5183245801924303,0.29842930374715687,0.18324606370439456,2172.106063900181,0.4344212127800362,0.3256072984862153,35.52601126406514,1.0396299390000001,590.0766360389999,339.741093477,208.612952135,0.09790541877889326,221.045820488121,9.809943129866598,0.5526145512203025,134.40237646248184,463.29990560000005,27.20567579365,2.803875528884297,False,True,False,False,False,True,False,False
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,2.4358968113085098,2.638888155864401,1.0833330324074908,170,133380,0.5588234965397944,0.22941175121107346,0.21176469342560628,1984.2936327172456,0.3968587265434491,0.2835721148936438,30.92915485523945,1.4386013579999997,528.3328709900001,216.894547038,200.210351112,0.08336544156764407,237.1920006643366,11.47270518887142,0.5929800016608415,162.07285901164568,455.2493645,24.3914299294,2.284946272690483,False,True,False,False,False,True,False,False
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,1.395348512709648,1.3636360537190786,0.9772725051653397,147,113520,0.4081632375399158,0.29251698690360634,0.2993197075292716,1743.6097309109664,0.34872194618219327,0.25037393467408703,55.000691487101456,0.41624510700000084,444.9747064200001,318.89853960100004,326.31478470800005,0.07020480055014329,247.53094851424504,13.551741224112927,0.6188273712856126,58.479733825923674,445.40184710000005,21.293986064149998,7.335328669009396,False,True,False,False,False,True,False,False
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,1.4318178564050326,1.5365849910768312,1.073170469958422,148,113652,0.42567564691380766,0.29729727720964344,0.2770270083089859,2023.9742805393269,0.40479485610786536,0.28529851176597093,31.174021025903084,1.4166299579999997,351.752312646,245.66828184800002,228.918171722,0.09368127880695379,215.2116718675198,10.210720770129429,0.5380291796687996,142.13853338356216,405.0343554,24.6898583055,5.83596180303321,False,True,False,False,False,True,False,False
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,1.476190124716637,1.7222217438272933,1.1666663425926824,140,93744,0.44285711122449206,0.29999997857143007,0.25714283877551153,1869.6004384414039,0.3739200876882808,0.2742519373085191,41.34503136500435,0.5699897849999997,398.66063333,270.06042903,231.48036774000002,0.09122814018835786,204.11614194453037,10.458550361070179,0.5102903548613259,73.56309436211393,388.7183228,23.10316369255,4.8611109182098975,False,True,False,False,False,True,False,False
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,1.4222219061729096,1.4883717468902913,1.046511384532236,152,123840,0.42105260387811816,0.29605261210180184,0.28289471823061063,2140.8168670984164,0.42816337341968325,0.3032092649776597,30.634876201765966,1.4651218439999996,354.232201984,249.06951702,237.99976070800003,0.12152573269019748,175.32632530655255,7.882154181546166,0.4383158132663813,132.6761945646155,361.90019770000004,26.1607972796,6.16883077352847,False,True,False,False,False,True,False,False
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,1.3833331027778162,2.3055549151236345,1.6666662037038322,179,179280,0.46368712493368014,0.3351955120002507,0.20111730720015042,2051.4778933588136,0.4102955786717628,0.3154479039154001,47.6650224948844,0.09601401399999965,573.030836838,414.23915916000004,248.54349549600002,0.1268217222771852,160.95931501538254,7.551021736682582,0.40239828753845636,156.21742282874354,379.834898,25.8196019573,3.879497685095192,False,True,False,False,False,True,False,False
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,2.049999487500128,2.049999487500128,0.9999997500000625,162,131200,0.5061728082609378,0.24691356500533548,0.24691356500533548,2021.1653640524132,0.40423307281048265,0.27770277214005096,39.33144681548182,0.7285211620000007,514.2612647159999,250.85915351999998,250.85915351999998,0.07955222864405506,253.2195876076935,12.023842202475514,0.6330489690192337,157.9710288885117,460.5601175,24.164669237800002,3.0089153115057754,False,True,False,False,False,True,False,False
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,1.6346150702663325,1.8888884691358956,1.1555552987654891,182,198900,0.4670329413718164,0.28571427001569943,0.24725273366743222,2167.3683177970256,0.43347366355940514,0.31563518132597584,52.19030102885596,0.22428550299999994,614.064267755,375.662846156,325.092847635,0.09872435652859674,218.71367569689116,9.721751485459693,0.5467841892422278,143.69435346605624,447.5355937,26.54595645655,3.9359861030459444,False,True,False,False,False,True,False,False
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,2.599999257143069,2.394736211911523,0.9210523891967396,164,121030,0.5548780149464625,0.2134146211332548,0.23170730294467665,2004.8750907798865,0.4009750181559773,0.30539122226071247,37.62947957476958,0.8657127899999999,558.22013611,214.70005235,233.10291398,0.13481359042057597,147.90935425221105,7.092609895208966,0.36977338563052764,185.99590015625282,347.6793207,25.308451888700002,2.3269012848171946,False,True,False,False,False,True,False,False
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,1.5510200916285526,1.8095233786849096,1.166666388888955,167,156408,0.4550897931083956,0.2934131560830445,0.2514969909283239,2108.5085080184276,0.42170170160368553,0.2919850953240608,27.106321408279165,1.7936268469999996,395.68435962800004,255.11228449700002,218.66767242600002,0.12608245720833938,166.38770806540026,7.587259816804173,0.41596927016350066,222.12279065722487,363.9560008,25.56238937455,4.344432780900497,False,True,False,False,False,False,False,False
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,1.897435410913997,1.9473679085873923,1.0263155193906528,151,109668,0.49006619271084817,0.2582781285908524,0.2516556124731382,1966.014521100038,0.3932029042200076,0.27153390510363273,60.56032263816501,0.7820513129999993,575.8717971619999,303.50000120699997,295.71794989399996,0.09930184665859976,197.13776161561717,9.613631762863566,0.49284440403904284,89.79651221121395,384.0453455,23.59072765395,3.3318622978384957,False,True,False,False,True,False,False,False
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,1.8372088750677034,2.025640506246024,1.1025638198554306,161,132483,0.4906831993364472,0.26708072875274974,0.24223600979900559,1748.6771505696352,0.34973543011392705,0.2651620066547547,49.882847414724374,0.06277901500000027,557.959542185,303.699497645,275.448381585,0.1022890914305316,170.14731620079812,9.300784300276819,0.42536829050199526,53.002739853794765,371.8142087,21.87488165865,3.3182192782707807,False,True,False,False,False,True,False,False
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,1.599999709090962,1.9555551209877509,1.2222219506173442,188,217800,0.4680850814848361,0.29255317592802255,0.2393616893956548,1981.025851430526,0.3962051702861052,0.3025961196612004,59.7585866943345,0.730367824,680.272368512,425.17023032,347.86655208,0.09671569442275982,204.02568612300152,9.897243549619214,0.5100642153075038,236.23923536303383,441.7202781,25.013904234199998,3.903654433311997,False,True,False,False,True,False,False,False
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,1.6666662037038322,1.395348512709648,0.8372091076257888,139,92880,0.43165464520470176,0.2589927871228211,0.30935249573003626,1946.2696872213794,0.3892539374442759,0.27873369220171723,27.94394967419018,1.7137962889999994,317.17222266000005,190.30333359600002,227.30675957300002,0.10606928830057942,182.65977590852765,9.000976918931931,0.4566494397713191,78.45534111551191,358.90483489999997,24.029036678649998,5.455258734033441,False,True,False,False,False,False,False,False
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,1.2666664555555907,1.9487174490468078,1.5384611439843219,175,177840,0.43428568946938917,0.34285712326530726,0.2228571301224497,1610.6040530696182,0.32212081061392367,0.24641631357006008,45.7820043465616,0.23375995500000002,514.23424342,405.9744027,263.883361755,0.09564518118293018,167.59016581342422,9.910995978401793,0.4189754145335606,41.93563674269369,383.58101550000003,20.300376626749998,4.666667356444506,False,True,False,False,False,True,False,False
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,1.660713989158216,2.2142851870749554,1.3333330158730914,191,218736,0.486910969271677,0.2931937019270313,0.21989527644527349,1961.6789982345647,0.3923357996469129,0.28665702727268166,54.50518365225533,0.38276260299999976,686.596922079,413.43470576799996,310.07602932599997,0.1216617500123388,160.41814883012822,7.848611856684178,0.40104537207532054,122.03028880639982,386.09483109999996,24.13067367195,3.4034212243238073,False,True,False,False,False,True,False,False
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,1.0833331527778078,1.5116275554354521,1.395348512709648,168,167700,0.38690473887471794,0.357142835884355,0.2559523657171211,1799.4883323927727,0.35989766647855453,0.2650447621781279,32.01488188703616,1.3418305179999992,367.78101633000006,339.49016892000003,243.30128772600003,0.09621491455693955,186.20901113381754,9.897429939992275,0.4655225278345438,64.41182566446797,395.3637009,22.4884597798,6.752412900249352,False,True,False,False,False,True,False,False
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,1.8269227255917835,2.638888155864401,1.4444440432099879,183,177840,0.5191256546925872,0.28415298993699506,0.19672130072561198,2198.9553818780564,0.4397910763756112,0.309174043381981,30.728842728239407,1.456639762000001,526.61922261,288.25473237599994,199.56096856799996,0.09122923531557328,240.19789890506695,10.52211225453349,0.6004947472626673,171.32602525821827,469.5083725,26.7549663286,2.7913361968841386,False,True,False,False,False,True,False,False
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,1.9736836911358706,1.9230764299804024,0.9743587245234039,152,111150,0.4934210201696697,0.24999998355263264,0.2565789304882283,1988.1340899643178,0.39762681799286353,0.27329298145557224,38.627588769487375,0.7848902850000004,466.13322862499996,236.17416917,242.38927888499998,0.08228846200541204,240.7575148435817,11.614371539168543,0.6018937871089542,118.81194889106528,435.9338466,23.79505533955,3.259005136603421,False,True,False,False,False,True,False,False
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,1.3703701165981266,1.9473679085873923,1.4210522576178268,166,151848,0.4457831056757165,0.32530118522282014,0.22891564886050308,2141.472882339951,0.4282945764679903,0.303722867079228,50.69828719579372,0.12027297200000042,526.900199928,384.49474048800005,270.570372936,0.11748176911317794,181.44659127938118,8.155111554898204,0.4536164781984529,154.17066498718268,383.3788583,25.8509007449,4.726651334701473,False,True,False,False,False,True,False,False
